id,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,favorited,retweeted
1250743643318648832,False,0,0,0,0,False,False
1250744003525574657,False,0,0,0,0,False,False
1250745624045256706,False,0,0,0,0,False,False
1250746446829228036,False,0,0,0,0,False,False
1250746821766524928,True,0,0,0,0,False,False
1250746862770032641,False,0,0,0,0,False,False
1250747039237001217,False,0,0,0,0,False,False
1250747657691201537,False,0,0,0,0,False,False
1250747784195649536,False,0,0,0,0,False,False
1250748182721630212,False,0,0,0,0,False,False
1250748523282300928,False,0,0,0,0,False,False
1250748762236104705,False,0,0,0,0,False,False
1250748900018925569,False,0,0,0,0,False,False
1250749495366897664,False,0,0,0,0,False,False
1250750125024174080,False,0,0,0,0,False,False
1250750524263206912,False,0,0,0,0,False,False
1250750533960372224,False,0,0,0,0,False,False
1250750549319958528,False,0,0,0,0,False,False
1250750669461630977,False,0,0,0,0,False,False
1250750830745210883,False,0,0,0,0,False,False
1250751383717982209,False,0,0,0,0,False,False
1250751723079114754,False,0,0,0,0,False,False
1250751976964579328,False,0,0,0,0,False,False
1250753055051657216,False,0,0,0,0,False,False
1250753669819179014,False,0,0,0,0,False,False
1250753805307842560,False,0,0,0,0,False,False
1250754226919223296,False,0,0,0,0,False,False
1250754565596733441,False,0,0,0,0,False,False
1250754890537684992,False,0,0,0,0,False,False
1250754941171490816,False,0,0,0,0,False,False
1250756781799886850,False,0,0,0,0,False,False
1250757901620305926,False,0,0,0,0,False,False
1250758067295268866,False,0,0,0,0,False,False
1250758194584043520,False,0,0,0,0,False,False
1250758196635058177,False,0,0,0,0,False,False
1250758952695914497,False,0,0,0,0,False,False
1250759312126824448,False,0,0,0,0,False,False
1250759324026142720,False,0,0,0,0,False,False
1250759339889045506,False,0,0,0,0,False,False
1250759447565103105,False,0,0,0,0,False,False
1250759464413585408,False,0,0,0,0,False,False
1250759471510564864,False,0,0,0,0,False,False
1250759485171339265,False,0,0,0,0,False,False
1250759886276898817,False,0,0,0,0,False,False
1250760607319691264,False,0,0,0,0,False,False
1250760756284387329,False,0,0,0,0,False,False
1250760796226887681,True,0,0,0,0,False,False
1250761112657821696,False,0,0,0,0,False,False
1250761480884097024,False,0,0,0,0,False,False
1250761553655271424,False,0,0,0,0,False,False
1250761658357686272,True,0,0,0,0,False,False
1250761851178270720,True,0,0,0,0,False,False
1250762400854429697,False,0,0,0,0,False,False
1250763045200113667,False,0,0,0,0,False,False
1250764602675249152,False,0,0,0,0,False,False
1250764719000039429,False,0,0,0,0,False,False
1250764881873309696,False,0,0,0,0,False,False
1250765122324369409,False,0,0,0,0,False,False
1250765237453758470,False,0,0,0,0,False,False
1250766331177287686,False,0,0,0,0,False,False
1250766565638909952,False,0,0,0,0,False,False
1250766948356501505,False,0,0,0,0,False,False
1250768412671868929,True,0,0,0,0,False,False
1250768961773412352,False,0,0,0,0,False,False
1250769118309036032,False,0,0,0,0,False,False
1250769277881323520,False,0,0,0,0,False,False
1250769675002183681,False,0,0,0,0,False,False
1250769706946039808,False,0,0,0,0,False,False
1250769860587470849,False,0,0,0,0,False,False
1250770282123493378,False,0,0,0,0,False,False
1250770285869117442,False,0,0,0,0,False,False
1250770450503946240,False,0,0,0,0,False,False
1250770718389940233,False,0,0,0,0,False,False
1250772084508295168,False,0,0,0,0,False,False
1250772168713154561,False,0,0,0,0,False,False
1250772524876599297,False,0,0,0,0,False,False
1250772600663523334,False,0,0,0,0,False,False
1250773235609645062,False,0,0,0,0,False,False
1250773822447538176,False,0,0,0,0,False,False
1250773906782330880,False,0,0,0,0,False,False
1250773945483231232,False,0,0,0,0,False,False
1250774021076996104,False,0,0,0,0,False,False
1250774022868086784,False,0,0,0,0,False,False
1250774130200199169,False,0,0,0,0,False,False
1250775021653569537,True,0,0,0,0,False,False
1250775698786172931,False,0,0,0,0,False,False
1250775756390760448,True,0,0,0,0,False,False
1250776356658589697,False,0,0,0,0,False,False
1250776393643896832,False,0,0,0,0,False,False
1250776395862568973,False,0,0,0,0,False,False
1250776770883850244,False,0,0,0,0,False,False
1250776810159104002,False,0,0,0,0,False,False
1250776873816281088,False,0,0,0,0,False,False
1250777228310278146,False,0,0,0,0,False,False
1250777294580432896,False,0,0,0,0,False,False
1250777498322796551,False,0,0,0,0,False,False
1250777590320807936,False,0,0,0,0,False,False
1250777625175482368,False,0,0,0,0,False,False
1250777812308459525,False,0,0,0,0,False,False
1250778134628139008,False,0,0,0,0,False,False
1250778189019803649,False,0,0,0,0,False,False
1250778594684612610,False,0,0,0,0,False,False
1250778628775952384,False,0,0,0,0,False,False
1250778749408358400,False,0,0,0,0,False,False
1250779067407904768,False,0,0,0,0,False,False
1250780057540481025,False,0,0,0,0,False,False
1250780250910396417,False,0,0,0,0,False,False
1250780593912254466,False,0,0,0,0,False,False
1250780759809568769,False,0,0,0,0,False,False
1250781161447661568,True,0,0,0,0,False,False
1250781587215732738,False,0,0,0,0,False,False
1250782400986132480,False,0,0,0,0,False,False
1250782617336676354,False,0,0,0,0,False,False
1250782803815473152,False,0,0,0,0,False,False
1250782827127373827,False,0,0,0,0,False,False
1250782830579286017,False,0,0,0,0,False,False
1250782863605317632,False,0,0,0,0,False,False
1250782932832260097,False,0,0,0,0,False,False
1250782955372515329,False,0,0,0,0,False,False
1250782975287070722,False,0,0,0,0,False,False
1250783366514909184,False,0,0,0,0,False,False
1250783937233903616,False,0,0,0,0,False,False
1250784029793796097,False,0,0,0,0,False,False
1250784090917306369,False,0,0,0,0,False,False
1250784202401947648,False,0,0,0,0,False,False
1250784494069612544,False,0,0,0,0,False,False
1250784609585037315,False,0,0,0,0,False,False
1250784710235742208,False,0,0,0,0,False,False
1250784909137977345,False,0,0,0,0,False,False
1250784980168396800,False,0,0,0,0,False,False
1250784986581602304,False,0,0,0,0,False,False
1250784986644520960,False,0,0,0,0,False,False
1250785048447647747,False,0,0,0,0,False,False
1250785123806728197,False,0,0,0,0,False,False
1250785469513846786,False,0,0,0,0,False,False
1250785522844413952,False,0,0,0,0,False,False
1250785605212127233,False,0,0,0,0,False,False
1250785701119041536,False,0,0,0,0,False,False
1250787130265272320,False,0,0,0,0,False,False
1250787217074724867,False,0,0,0,0,False,False
1250787740922281986,False,0,0,0,0,False,False
1250787899035070464,False,0,0,0,0,False,False
1250788775619371013,False,0,0,0,0,False,False
1250789102779346950,False,0,0,0,0,False,False
1250789318806736897,False,0,0,0,0,False,False
1250789369482543104,False,0,0,0,0,False,False
1250789855552036864,False,0,0,0,0,False,False
1250789990168244224,False,0,0,0,0,False,False
1250790029238194177,True,0,0,0,0,False,False
1250790115611377664,True,0,0,0,0,False,False
1250790304644464642,False,0,0,0,0,False,False
1250790713509294080,False,0,0,0,0,False,False
1250790876772786176,False,0,0,0,0,False,False
1250790880031543296,False,0,0,0,0,False,False
1250792715807309825,False,0,0,0,0,False,False
1250792733725339649,False,0,0,0,0,False,False
1250792858417840131,False,0,0,0,0,False,False
1250793294487060481,False,0,0,0,0,False,False
1250794690787639298,False,0,0,0,0,False,False
1250794897453592582,False,0,0,0,0,False,False
1250794982585192451,False,0,0,0,0,False,False
1250795203671228417,False,0,0,0,0,False,False
1250795343366807553,False,0,0,0,0,False,False
1250795550808641536,False,0,0,0,0,False,False
1250795809068761088,False,0,0,0,0,False,False
1250795891104989184,False,0,0,0,0,False,False
1250796245695770624,False,0,0,0,0,False,False
1250796340394762240,False,0,0,0,0,False,False
1250796683291754496,False,0,0,0,0,False,False
1250796746348920833,False,0,0,0,0,False,False
1250797741996945409,False,0,0,0,0,False,False
1250797836892909574,False,0,0,0,0,False,False
1250798116216897538,False,0,0,0,0,False,False
1250798147925917696,False,0,0,0,0,False,False
1250798167752310786,False,0,0,0,0,False,False
1250798723086639106,False,0,0,0,0,False,False
1250798917500968960,False,0,0,0,0,False,False
1250798938480754696,False,0,0,0,0,False,False
1250799048946302977,False,0,0,0,0,False,False
1250799207478329344,False,0,0,0,0,False,False
1250799618352447488,False,0,0,0,0,False,False
1250799838087778305,False,0,0,0,0,False,False
1250799912607940615,False,0,0,0,0,False,False
1250800600150835205,False,0,0,0,0,False,False
1250800951100952579,False,0,0,0,0,False,False
1250802345505587201,False,0,0,0,0,False,False
1250804865002901504,False,0,0,0,0,False,False
1250804878085152768,False,0,0,0,0,False,False
1250805152195448833,False,0,0,0,0,False,False
1250805303949615106,False,0,0,0,0,False,False
1250805571772702720,False,0,0,0,0,False,False
1250805838320721920,False,0,0,0,0,False,False
1250805905739976705,False,0,0,0,0,False,False
1250805948471488512,False,0,0,0,0,False,False
1250806147667447810,False,0,0,0,0,False,False
1250807344109363201,True,0,0,0,0,False,False
1250807353643020294,True,0,0,0,0,False,False
1250807553392619521,False,0,0,0,0,False,False
1250808167463821312,False,0,0,0,0,False,False
1250808376356986882,False,0,0,0,0,False,False
1250809958255468546,False,0,0,0,0,False,False
1250810005294657536,False,0,0,0,0,False,False
1250810441707786241,False,0,0,0,0,False,False
1250810461458706433,False,0,0,0,0,False,False
1250810612336164864,False,0,0,0,0,False,False
1250810971918082051,False,0,0,0,0,False,False
1250811043628093442,False,0,0,0,0,False,False
1250811073890050051,False,0,0,0,0,False,False
1250811192672759809,False,0,0,0,0,False,False
1250812157803061248,False,0,0,0,0,False,False
1250814900865134592,False,0,0,0,0,False,False
1250815007002107904,False,0,0,0,0,False,False
1250815009510305794,False,0,0,0,0,False,False
1250815124966985728,False,0,0,0,0,False,False
1250815315568742411,False,0,0,0,0,False,False
1250815545240403968,False,0,0,0,0,False,False
1250815844306825216,False,0,0,0,0,False,False
1250815844403339264,False,0,0,0,0,False,False
1250816074855190536,False,0,0,0,0,False,False
1250817379413528576,False,0,0,0,0,False,False
1250817467603173376,False,0,0,0,0,False,False
1250817579234574336,False,0,0,0,0,False,False
1250817676425015300,False,0,0,0,0,False,False
1250818325359276034,False,0,0,0,0,False,False
1250820103417053187,False,0,0,0,0,False,False
1250820250913984512,False,0,0,0,0,False,False
1250820524189470730,False,0,0,0,0,False,False
1250820537208778753,False,0,0,0,0,False,False
1250820664690388993,False,0,0,0,0,False,False
1250820682734338048,False,0,0,0,0,False,False
1250820719207944192,False,0,0,0,0,False,False
1250820822975070218,False,0,0,0,0,False,False
1250820838410129413,False,0,0,0,0,False,False
1250820881984692225,False,0,0,0,0,False,False
1250821089002958850,False,0,0,0,0,False,False
1250821228899774465,False,0,0,0,0,False,False
1250821242782875653,False,0,0,0,0,False,False
1250821659898101761,False,0,0,0,0,False,False
1250821734321786881,False,0,0,0,0,False,False
1250822230046650368,False,0,0,0,0,False,False
1250822275475136516,False,0,0,0,0,False,False
1250822520091049985,False,0,0,0,0,False,False
1250822574466007042,False,0,0,0,0,False,False
1250822696620998657,False,0,0,0,0,False,False
1250822700051898369,False,0,0,0,0,False,False
1250823081603538948,False,0,0,0,0,False,False
1250823134758002689,False,0,0,0,0,False,False
1250823408302071808,False,0,0,0,0,False,False
1250823445870514184,False,0,0,0,0,False,False
1250825186338680837,False,0,0,0,0,False,False
1250825780717858819,False,0,0,0,0,False,False
1250825940038541312,False,0,0,0,0,False,False
1250826168879722499,False,0,0,0,0,False,False
1250826454885171204,False,0,0,0,0,False,False
1250826870666547201,False,0,0,0,0,False,False
1250827206890315778,False,0,0,0,0,False,False
1250827255489507328,False,0,0,0,0,False,False
1250827309000601601,False,0,0,0,0,False,False
1250827633266495488,False,0,0,0,0,False,False
1250827768461434881,True,0,0,0,0,False,False
1250828233148424199,False,0,0,0,0,False,False
1250828550069837824,False,0,0,0,0,False,False
1250828599923552256,False,0,0,0,0,False,False
1250828614024781824,False,0,0,0,0,False,False
1250828710850310145,False,0,0,0,0,False,False
1250828785701867520,False,0,0,0,0,False,False
1250828974936162304,False,0,0,0,0,False,False
1250829063540871175,False,0,0,0,0,False,False
1250829110584184837,False,0,0,0,0,False,False
1250829257145823233,False,0,0,0,0,False,False
1250829261876932610,False,0,0,0,0,False,False
1250829310002450432,False,0,0,0,0,False,False
1250829439971319808,False,0,0,0,0,False,False
1250829850279059458,False,0,0,0,0,False,False
1250829878204731393,False,0,0,0,0,False,False
1250829902619820032,False,0,0,0,0,False,False
